Trade,Name,Phone,Email,Post_Date,Status,Source_URL
Plumbing,Splash Plumbing Llc,(206) 914-3779,,,Active,https://maps.google.com/?cid=7127875582468112632
Plumbing,Seattle Emergency Plumber Kings,(206) 307-0493,,,Active,https://maps.google.com/?cid=7724446596837827721
Plumbing,Prime Valley Plumbing Seattle,(206) 414-1372,,,Active,https://maps.google.com/?cid=4274642474240461349
Plumbing,Garrett & Sons Water Heaters,(206) 809-6961,,,Active,https://maps.google.com/?cid=6493229668874148762
Plumbing,RescueLine Plumbing,(564) 264-7459,,,Active,https://maps.google.com/?cid=9092615795967758781
Plumbing,QuickSeal Plumbing Services,(564) 214-0446,,,Active,https://maps.google.com/?cid=13536969269571770475
Pressure Washing,PRESSURE WASHINGGUTTER CLEANINGWINDOW CLEANINGROOF CLEANPAINTING,(206) 739-8669,,2026-03-04,Active,https://seattle.craigslist.org/est/hss/d/redmond-pressure-washinggutter/7919050313.html
Pressure Washing,Offering Painting and pressure washing,(360) 271-3480,,2026-02-15,Recent,https://seattle.craigslist.org/kit/lbs/d/port-orchard-offering-painting-and/7915350827.html
Pressure Washing,FULL SERVICE LANDSCAPING  POWER WASHING JUNK REMOVAL & HAULING,(206) 413-0639,,2026-02-23,Recent,https://seattle.craigslist.org/tac/hss/d/kent-full-service-landscaping-power/7917163633.html
Pressure Washing,Roofing - Painting - Handyman - Fix It Once Fix It Right,(253) 458-9939,,2026-03-10,Active,https://seattle.craigslist.org/tac/sks/d/tacoma-roofing-painting-handyman-fix-it/7920323610.html
Pressure Washing,Roofing - Painting - Handyman - Stop Waiting Start Fixing,(206) 462-2211,,2026-03-09,Active,https://seattle.craigslist.org/see/sks/d/seahurst-roofing-painting-handyman-stop/7920116247.html
Pressure Washing,#1 Pro Power Washing,,,,Active,https://www.thumbtack.com/wa/seattle/pressure-washing/1-pro-power-washing/service/462481281372364805
Pressure Washing,Make it Happen Exterior Home Maintenance,,,,Active,https://www.thumbtack.com/wa/seattle/pressure-washing/make-it-happen-exterior-home-maintenance/service/525360714300407813
Pressure Washing,3 Guys On A Roof,,,,Active,https://www.thumbtack.com/wa/seattle/roof-cleaning/3-guys-on-roof/service/387186457428606979
Pressure Washing,Saswash Cleaning LLC,(206) 468-8289,,,Active,Nextdoor
Pressure Washing,Clean Buildings,(253) 780-1280,info@cleanbuildingswa.com,,Active,Nextdoor
Pressure Washing,Precision Pro Wash,(253) 444-3009,,,Active,Facebook
Pressure Washing,American Standard Window & Gutter Cleaning - Pressure Washing,(206) 375-8460,,,Active,https://maps.google.com/?cid=7199076273657855850
Roofing,Roofer / Roof / framing siding painting flooring and more!,(425) 321-8309,,2026-02-17,Recent,https://seattle.craigslist.org/est/lbs/d/issaquah-roofer-roof-framing-siding/7915890909.html
Roofing,Do you need a NEW ROOF? REROOF? ROOF REPLACEMENT? HELP: 360-780-3890,(360) 780-3890,,2026-03-02,Active,https://seattle.craigslist.org/oly/hss/d/olympia-do-you-need-new-roof-reroof/7918630893.html
Roofing,Roof & Gutter Cleaning Window Cleaning House Wash,(360) 972-8839,,2026-02-19,Recent,https://seattle.craigslist.org/oly/hss/d/olympia-roof-gutter-cleaning-window/7916322374.html
Roofing,Honest Reliable Roofer (20 yrs exp),(208) 818-3841,,,Recent,https://seattle.craigslist.org/see/sks/d/auburn-honest-reliable-roofer-roofing/7916095161.html
Roofing,Jose M - Rain Guard Roofing (Marysville),(425) 429-8097,jm4sroofs@gmail.com,,Recent,https://seattle.craigslist.org/sno/sks/d/marysville-need-an-honest-professional/7919125144.html
Roofing,Washington Sequoia Roofing,(425) 736-4519,,,Recent,https://seattle.craigslist.org/est/hss/d/renton-roof-repair-replace-leaks-free/7916649909.html
Roofing,Seattle King Roofing LLC (Randy Zepeda),(425) 948-5718,,,Recent,https://seattle.craigslist.org/see/hss/d/bellevue-roof-repair-roof-and/7914381334.html
Roofing,Roof & Gutter Services (Puyallup - Todd),(253) 355-2170,,,Recent,https://seattle.craigslist.org/tac/sks/d/lakewood-roof-gutter-sod-weed-moss/7915322104.html
Roofing,King Quality Roofing,,,,Active,https://www.thumbtack.com/wa/seattle/roofing/king-quality-roofing/service/526251807000502279
Roofing,Golden Hammer Construction LLC,,,,Active,https://www.thumbtack.com/wa/seattle/roofing/golden-hammer-construction-llc/service/527393919834161152
Roofing,Grand Roofing & Construction LLC,,,,Active,https://www.thumbtack.com/wa/seattle/roof-cleaning/grand-roofing-construction-llc/service/461816675821314055
Roofing,Anytime Roofing Inc,,,,Active,Facebook
Roofing,Bright Star Roofing,(206) 350-0874,,,Active,https://maps.google.com/?cid=4981703864836702573
Roofing,Sunrise Roofing,(206) 339-1036,,,Active,https://maps.google.com/?cid=13819210906259937639
Roofing,Adams Family Roofing,(206) 672-3100,,,Active,https://maps.google.com/?cid=602496870023891328
Roofing,Seattle Roofing Contractors,(425) 799-2249,,,Active,https://maps.google.com/?cid=1858389389229496736
Roofing,Star Roof Repair And Replacement,(206) 339-3674,,,Active,https://maps.google.com/?cid=15950379412632663097
Roofing,Davis Brothers Roofing & Remodeling,(206) 600-6966,,,Active,https://maps.google.com/?cid=10567657474081865852
Roofing,Eagle Eye Roofing,(425) 552-8809,,,Active,https://maps.google.com/?cid=1809436651101600015
Roofing,Seattle Authentic Roofing & Siding,(253) 765-5754,,,Active,https://maps.google.com/?cid=7777488225356266883
Roofing,Vasa Roofing West Seattle,(206) 202-7779,,,Active,https://maps.google.com/?cid=1857098750108509512
